"Airport","Page_Rank_Score"
"GRK","0.0033986839250181576"
"AKN","0.0072008329836932665"
"KTN","0.026185719721287276"
"ADQ","0.005788740234190913"
"LRD","0.003215252418663343"
"LAN","0.00622541596100772"
"LAR","3.195561209931061E-4"
"LCH","0.0018838634195139125"
"LNY","0.0034335596609382296"
"LFT","0.0076212336098779405"
"LSE","0.0033615533655066594"
"KOA","0.020472316463343975"
"OTZ","0.012728902550852725"
"LAS","0.2847438396842465"
"LIH","0.020328523717680208"
"LEX","0.012810157886552443"
"LWS","9.03677836058311E-4"
"LWB","2.3509906168706153E-4"
"LBE","3.346807254271564E-4"
"LIT","0.029716087637917336"
"LNK","0.005509885015501325"
"GGG","0.0011831928821029443"
"LGB","0.01694760777063553"
"LAX","0.5015736753856246"
"FCA","0.006267828149227124"
"IAH","0.4105565510109291"
"HOU","0.11146262740445617"
"OGG","0.04950381522322997"
"AZO","0.004918202777289726"
"JNU","0.06235013381724021"
"JAX","0.047736404025256855"
"JMS","0.015427940194120358"
"JLN","3.7643153992238093E-4"
"OAJ","0.0015344154144899388"
"HSV","0.015565717043573951"
"ISP","0.01225733086380216"
"JAN","0.01906084805880349"
"JAC","0.006361127767774313"
"IND","0.07156345656457193"
"ITH","0.0030939999232781562"
"IYK","5.819802036725081E-4"
"IMT","0.004957951849005613"
"INL","0.00499838572837824"
"IDA","0.005455201643848112"
"HYA","1.0035051467624936E-6"
"EFD","3.065745146567133E-4"
"SDF","0.0388060543898671"
"MHT","0.020291778126108388"
"MSN","0.016793823763210338"
"MMH","1.364655956227088E-4"
"LBB","0.013984495348430468"
"LYH","4.937796921325408E-4"
"MCN","4.3241020067156773E-4"
"MFR","0.005915882798606669"
"MQT","0.0012429554722834066"
"MVY","7.42615539535363E-5"
"MAZ","9.860091965635789E-6"
"RSW","0.04305301417471736"
"MLB","0.004452658683421192"
"HNL","0.14559675174029807"
"MKK","0.004355406788814768"
"BDL","0.05284537263484693"
"MEM","0.10337393334670383"
"HLN","0.004575565025746428"
"HDN","0.0021284777124904296"
"GSP","0.017629515741380348"
"GSO","0.027289973325420176"
"MSP","0.443218499823202"
"ITO","0.012918732477628255"
"HOB","3.501376309874346E-4"
"PIB","0.002121868685212034"
"HIB","0.003913839986647578"
"LGA","0.2064175506609132"
"JFK","0.18960498883718413"
"MSY","0.0907885499889911"
"EWR","0.24534967510802766"
"ORF","0.03207349821801666"
"OME","0.013139912263045572"
"PHF","0.0043301526548697455"
"IAG","8.49559479944965E-5"
"SWF","0.004386948539952648"
"OAK","0.11074319482582741"
"OTH","6.81037218436485E-4"
"OMA","0.041019163706977745"
"ONT","0.05913050991944482"
"MCO","0.23696813428025654"
"BNA","0.10586598693511837"
"HVN","2.064085973707482E-4"
"EWN","8.483589761292235E-4"
"MRY","0.006984562602947266"
"MYR","0.015743216389549997"
"CWA","0.002274727132141599"
"MKG","4.935599401104067E-4"
"ACK","3.241757660513464E-4"
"APF","4.947522281405046E-5"
"MTJ","0.0024345381759868123"
"MOB","0.011662677420120482"
"MGM","0.006526007235556555"
"MWH","7.782984318704214E-5"
"MLU","0.006464473256111166"
"MLI","0.00739086886424603"
"MFE","0.007823954541655386"
"MOD","0.0012110115098323113"
"PNS","0.01595730574015722"
"PSG","0.01592603504270442"
"PSP","0.017448307325195575"
"PIA","0.005265029944348182"
"PSC","0.00656418595937029"
"PLN","6.694736240816221E-4"
"PHL","0.19768400405022332"
"ECP","0.003492156903650045"
"PFN","0.0017969091613416043"
"OXR","6.258908783389396E-4"
"PAH","5.869625038946126E-4"
"PPG","8.631788768727324E-5"
"MOT","0.003598610380874394"
"CNY","7.884214865440578E-5"
"MSO","0.00866920220460843"
"MIB","3.587897140121415E-5"
"MAF","0.014575078757724921"
"MKE","0.05534194139937245"
"MIA","0.16290608826328598"
"PHX","0.38395271733431097"
"PIT","0.17958557938675027"
"PDX","0.13089881102162526"
"PWM","0.014225412818061776"
"PSE","7.216932785843202E-4"
"AZA","1.6716931118832313E-5"
"PIH","0.0021050689459727076"
"PBG","8.49559479944965E-5"
"SMF","0.08684987513496988"
"ROA","0.006838739898294421"
"RIC","0.0324192654584494"
"RDU","0.07791776324309405"
"RNO","0.04936957391332669"
"RHI","0.007654717684842582"
"SAN","0.15323535452444204"
"SAT","0.07649346014549034"
"SJT","0.0021907154177696446"
