"Airport","Page_Rank_Score"
"MRY","0.020597741085968634"
"MYR","0.029236323106536632"
"CWA","0.015952472416921663"
"MKG","0.014195723120101427"
"ACK","0.014028661021718963"
"APF","0.013757726328823607"
"MTJ","0.01611009262245612"
"MOB","0.025211723957582997"
"MGM","0.02014547202171637"
"MWH","0.013785692237708922"
"MLU","0.020084781607248338"
"MLI","0.0209984773234334"
"MFE","0.02142562585988504"
"MOD","0.014903339196935981"
"PNS","0.02944747752136001"
"PSG","0.029416635511689576"
"PSP","0.030918039070995898"
"PIA","0.018901781379115648"
"PSC","0.02018312735610235"
"PLN","0.014369225215805914"
"PHL","0.20868289736176832"
"ECP","0.017153212529693755"
"PFN","0.015481204818929513"
"OXR","0.014326239942845861"
"PAH","0.014287845234736828"
"PPG","0.01379406392020671"
"MOT","0.017258206643718885"
"CNY","0.013786690665552145"
"MSO","0.022259286082336353"
"MIB","0.013744316467460927"
"MAF","0.028084199390987073"
"MKE","0.06829219199251894"
"MIA","0.17438174956558453"
"PHX","0.39239806601377475"
"PIT","0.19083258272350415"
"PDX","0.14281325782658266"
"PWM","0.027739326996989788"
"PSE","0.014420728994753919"
"AZA","0.013725417118235139"
"PIH","0.015785140062842026"
"PBG","0.013792720651248971"
"SMF","0.09936818569030768"
"ROA","0.020453917454472715"
"RIC","0.045683761396774214"
"RDU","0.0905585234893784"
"RNO","0.06240169927044146"
"RHI","0.02125870905918711"
"SAN","0.16484359123240977"
"SAT","0.08915374606232461"
"SJT","0.015869612413207307"
"SLC","0.41318084363105867"
"SFO","0.3946197074242173"
"MBS","0.02002879141120778"
"ROC","0.03892169924842187"
"RKS","0.017808028675443472"
"ROW","0.014731327662994642"
"RST","0.01913481853206541"
"RAP","0.020974696711097692"
"RDD","0.015419800123735557"
"FSD","0.024515370865188818"
"SEA","0.3170707731023786"
"GEG","0.043705673396923675"
"SBN","0.02103464369189479"
"SIT","0.029050876213932497"
"SGU","0.017373553403400226"
"SGF","0.02363573870621652"
"SPI","0.015402410503353529"
